original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
758,neutral,Female gymnasts warm up before a competition.,Gymnasts get ready for the biggest competition of their life.,entailment,contradiction,entailment,neutral
837,contradiction,"A man is shooting a gun outdoors, on what looks like a beautiful sunny day.",A man is shooting a bow and arrow on a rainy day.,contradiction,contradiction,contradiction,contradiction
4326,contradiction,A man stands with his arms out inside a large green piece of equipment.,He is making office calls.,contradiction,contradiction,contradiction,neutral
2127,neutral,Man and a child at an exhibit booth looking at something.,A man and his son are looking at something.,entailment,entailment,entailment,neutral
1022,contradiction,A man walking and carrying a notebook.,The woman is reading a book.,contradiction,entailment,neutral,neutral
8761,contradiction,A group is walking between two giant rock formations.,A group is swimming.,contradiction,contradiction,contradiction,contradiction
5613,neutral,"One man watches while another breakdances, balancing himself for a moment on one hand.",A man practices for the 80s party.,entailment,contradiction,neutral,neutral
5580,,A boy spinning on a blue and yellow merry-go-round.,The boy is not stationary.,entailment,contradiction,entailment,neutral
1057,neutral,A girl in a white knit hat and winter gear rubs her tongue over her braces.,The girl is outside.,entailment,contradiction,entailment,neutral
9541,entailment,A person in a green robe sits on a couch with a blanket.,A person in a robe sits on a couch,entailment,contradiction,entailment,entailment
6855,neutral,A man wearing a hat and carrying a bag,A man is carrying a bag full of bread.,neutral,contradiction,neutral,neutral
7348,contradiction,Six older women are standing in a row at a table smiling and looking trough books and other material displayed on the table.,A man and a young boy are playing a game on a quilt on the floor.,contradiction,contradiction,neutral,contradiction
9044,neutral,A person is surfing a big wave., A person is surfing a big hundred foot wave.,entailment,contradiction,entailment,neutral
2128,contradiction,Man and a child at an exhibit booth looking at something.,A woman and her dog are eating breakfast.,contradiction,contradiction,neutral,neutral
2766,contradiction,A group of young adults are standing on a street in front of a brick wall with a tall wooden gate.,A group of friends watches a movie inside.,neutral,contradiction,neutral,neutral
2108,neutral,A group of people in black outfits drinking beer.,People drink beer at the pub.,entailment,contradiction,entailment,neutral
3616,contradiction,"A juggler wearing a plaid kilt and a green shirt, juggling.",A person rides a bike down a hill wearing pants.,neutral,contradiction,neutral,neutral
1544,neutral,a candid photo of a young lady sitting at a restaurant table.,A young woman is smiling and looking away from the camera.,entailment,contradiction,neutral,neutral
6913,entailment,A woman in a white wedding dress is being dressed and fitted by two other women.,A woman is being fitted.,entailment,contradiction,entailment,neutral
1718,entailment,Band plays in tight quarters.,The band is playing.,entailment,contradiction,entailment,neutral
7434,entailment,A shirtless man skateboards on a ledge.,A man without a shirt,neutral,contradiction,entailment,neutral
7364,contradiction,A women's volleyball team plays in a brown and green gymnasium.,A volleyball team is at a beach celebrating.,contradiction,contradiction,neutral,neutral
6234,contradiction,The man in the sailor suit is holding literature.,A chef is cooking stew.,contradiction,contradiction,neutral,neutral
724,contradiction,Boy in midair on bicycle,The boy is afraid to ride his bicycle so he lets it sit in the garage and collect rust.,contradiction,contradiction,contradiction,neutral
6672,neutral,A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman is in a cooking competition,neutral,contradiction,neutral,neutral
8028,,A young female standing on the deck of a boat starring at her cellphone while riding on the water.,A girl is on the water.,entailment,contradiction,entailment,neutral
5491,contradiction,Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees.,3 men are running,contradiction,contradiction,neutral,neutral
1127,neutral,People are standing next to a chain link fence.,The people are at a school.,neutral,contradiction,neutral,neutral
2956,contradiction,A man wearing white turns to hit a yellow tennis ball.,Chewie does the limbo.,contradiction,contradiction,neutral,contradiction
5155,neutral,Man playing a game with a young girl.,The man and the young girl are having fun.,entailment,entailment,entailment,neutral
4816,contradiction,A man wearing black pants and a helmet is riding a brown horse.,A man is riding a mammoth.,contradiction,contradiction,neutral,contradiction
6201,contradiction,A woman in a red shirt looks at a map while with a view of a river and several boats in the background.,A girl is buying a cup of coffee.,contradiction,contradiction,neutral,neutral
6223,contradiction,"Two men sitting in a living room, one wearing cultural clothing and another in a white shirt and shorts, contemplating on their bike and moped.",Two men in blue suits are selling bikes and mopeds.,contradiction,contradiction,contradiction,neutral
8685,contradiction,People protesting age discrimination in an organized street rally.,People are inside watching tv.,contradiction,contradiction,contradiction,contradiction
7113,neutral,A man and a woman are standing at the side of an inflatable climbing structure.,A man and a woman are talking,neutral,contradiction,neutral,neutral
5274,neutral,A small child in a red jacket is sitting on a man's shoulders and holding his head.,Th small child is watching a performance.,entailment,contradiction,entailment,neutral
8535,neutral,A man with a blue helmet and orange shirt.,An 20 year old man has an orange shirt.,neutral,contradiction,neutral,neutral
3043,neutral,A dog is running in the waves at the beach.,The dog is fetching his toy that his master threw into the surf.,neutral,contradiction,entailment,neutral
6911,entailment,This is a clown at an elementary school.,The clown is at a children's school.,entailment,contradiction,entailment,neutral
149,entailment,Five girls and two guys are crossing a overpass.,There are people outside.,entailment,contradiction,entailment,neutral
7573,neutral,A solo cyclist is riding down a windy road.,The cyclist falls down the windy road,neutral,contradiction,neutral,contradiction
4205,entailment,Woman in dark shirt standing alone in front of a yellow car.,SHe is outside.,entailment,contradiction,entailment,neutral
5492,,Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees.,3 girls are talking,contradiction,contradiction,neutral,neutral
